[15 | 89.30] loss=3.70 avg=2.90 [16 | 95.25] loss=2.88 avg=2.89
[17 | 101.18] loss=2.82 avg=2.89

'Ah!' said the $Helper. 'How lovely $Hero! I scarcely know what to say.' 

'She is beautiful,' said Mrs. Bradley. 

'No, I'm not, but I'll bet if I put her back in the palace I should be glad.' 

'Yes,' said $Hero, 'she's beautiful. My mother is fond of her in the house, and she would love to have her back.' 

'I am fond of her,' said the $Helper; 'and now it's not fair for her to leave me! You see, $Hero, it will soon be grown-up time for me to go home, and to be back.' 

Mrs. Bradley looked at $Hero. 

'Oh, you will be going over by Sunday, and I will be late.' 

'Not long. You have certainly got my feeling,' said the door. 'But if you can't come over for a little while, it will get busy with my work.' 

'Not really a little crowded in the Palace of Westminster, by the way.' 

'I have a lot of money to buy a castle for $Hero, too, and a good old house to take in; we can do that.' 

'Yes, Mrs. Bradley, I agree with the plan. You mustn't mind that your hand might be slipping away.' 

'You don't see how many people come,' said Mrs. Bradley; 'I'll never touch a thing about it.' 

'We'll get her to think about it. $Hero, we want to get our own $Hero.' 

The old lady looked at $Hero. 

'She is old and dejected,' she said suddenly. 'She says she is tired of waiting for me to call and have tea. It'll be a long wait.' 

'I shall come over soon,' said $Hero, as she set up another question. She was shaking her thin fingers. 

The $Helper nodded her head. 

'But this will be too long a wait! There are only so many dates the $MagicalObject can be fixed on.' 

'You would never hear yourself described as such before, Mr. Stevenson. You are a happy man. You have given us so many little good laughs.' 

'I have had the good laughs,' admitted $Hero. 

'And now it comes to $Hero,' said the $Helper. 'She will not go back yet,' she added, in a tone very friendly. 'I have long been anxious to see her again, and it has cost me time to look after the house.' 

She stood up straight and looked at the ground, with an eager look of hope at Mrs. Bradley. 'It will cost, dear, dear to keep the house for Mrs. Bradley?' 

'It will,' said Mrs. Bradley. 'And $Hero is so new to a house, I would give a whole month to see her!' 

'You are not the right wife, Mrs. Bradley,' said $Hero. '

[9500 | 60261.10] loss=2.35 avg=1.99
[9501 | 60266.82] loss=1.70 avg=1.99
[9502 | 60272.54] loss=1.17 avg=1.98
[9503 | 60278.30] loss=0.86 avg=1.97
[9504 | 60283.98] loss=2.20 avg=1.97
[9505 | 60289.70] loss=1.35 avg=1.97
[9506 | 60295.42] loss=2.30 avg=1.97
[9507 | 60301.11] loss=1.70 avg=1.97
[9508 | 60306.82] loss=1.69 avg=1.97
[9509 | 60312.56] loss=2.06 avg=1.97
[9510 | 60318.29] loss=2.48 avg=1.97
[9511 | 60323.97] loss=2.02 avg=1.97
[9512 | 60329.64] loss=2.32 avg=1.98
[9513 | 60335.35] loss=1.88 avg=1.98
[9514 | 60341.05] loss=0.50 avg=1.96
[9515 | 60346.73] loss=2.50 avg=1.97
[9516 | 60352.43] loss=1.65 avg=1.96
[9517 | 60358.16] loss=2.88 avg=1.97
[9518 | 60363.77] loss=1.92 avg=1.97
[9519 | 60369.49] loss=2.03 avg=1.97
[9520 | 60375.17] loss=2.00 avg=1.97
[9521 | 60380.85] loss=1.16 avg=1.96
[9522 | 60386.53] loss=1.11 avg=1.96
[9523 | 60392.25] loss=1.59 avg=1.95
[9524 | 60397.96] loss=1.51 avg=1.95
[9525 | 60403.60] loss=2.34 avg=1.95
[9526 | 60409.30] loss=0.87 avg=1.94
[9527 | 60414.98] loss=1.77 avg=1.94
[9528 | 60420.71] loss=0.77 avg=1.93
[9529 | 60426.41] loss=1.46 avg=1.92
[9530 | 60432.14] loss=1.83 avg=1.92
[9531 | 60437.83] loss=1.84 avg=1.92
[9532 | 60443.49] loss=1.37 avg=1.92
[9533 | 60449.18] loss=2.48 avg=1.92
[9534 | 60454.92] loss=2.74 avg=1.93
[9535 | 60460.75] loss=2.54 avg=1.94
[9536 | 60466.64] loss=1.14 avg=1.93
[9537 | 60472.35] loss=1.28 avg=1.92
[9538 | 60478.05] loss=1.82 avg=1.92
[9539 | 60483.74] loss=2.49 avg=1.93
[9540 | 60489.43] loss=2.74 avg=1.93
[9541 | 60495.13] loss=1.53 avg=1.93
[9542 | 60500.80] loss=0.98 avg=1.92
[9543 | 60506.46] loss=3.01 avg=1.93
[9544 | 60512.18] loss=2.65 avg=1.94
[9545 | 60517.85] loss=2.63 avg=1.95
[9546 | 60523.55] loss=2.37 avg=1.95
[9547 | 60529.27] loss=2.81 avg=1.96
[9548 | 60534.98] loss=1.77 avg=1.96
[9549 | 60540.65] loss=2.06 avg=1.96
[9550 | 60546.36] loss=2.54 avg=1.96
[9551 | 60552.07] loss=2.23 avg=1.97
[9552 | 60557.76] loss=1.46 avg=1.96
[9553 | 60563.46] loss=1.16 avg=1.95
[9554 | 60569.12] loss=1.77 avg=1.95
[9555 | 60574.83] loss=2.05 avg=1.95
[9556 | 60580.54] loss=2.28 avg=1.96
[9557 | 60586.26] loss=1.06 avg=1.95
[9558 | 60591.94] loss=2.04 avg=1.95
[9559 | 60597.64] loss=2.49 avg=1.95
[9560 | 60603.35] loss=1.48 avg=1.95
[9561 | 60609.06] loss=1.68 avg=1.95
[9562 | 60614.77] loss=1.84 avg=1.94
[9563 | 60620.44] loss=2.44 avg=1.95
[9564 | 60626.11] loss=2.35 avg=1.95
[9565 | 60631.82] loss=1.95 avg=1.95
[9566 | 60637.52] loss=3.64 avg=1.97
[9567 | 60643.25] loss=2.13 avg=1.97
[9568 | 60648.96] loss=0.69 avg=1.96
[9569 | 60654.68] loss=1.22 avg=1.95
[9570 | 60660.37] loss=1.60 avg=1.95
[9571 | 60666.03] loss=2.75 avg=1.96
[9572 | 60671.73] loss=0.71 avg=1.94
[9573 | 60677.45] loss=2.56 avg=1.95
[9574 | 60683.14] loss=1.01 avg=1.94
[9575 | 60688.87] loss=1.12 avg=1.93
[9576 | 60694.54] loss=1.81 avg=1.93
[9577 | 60700.27] loss=2.70 avg=1.94
[9578 | 60705.96] loss=2.22 avg=1.94
[9579 | 60711.67] loss=1.51 avg=1.94
[9580 | 60717.36] loss=2.89 avg=1.95
[9581 | 60723.06] loss=1.91 avg=1.95
[9582 | 60728.71] loss=2.50 avg=1.95
[9583 | 60734.40] loss=1.51 avg=1.95
[9584 | 60740.09] loss=0.75 avg=1.93
[9585 | 60745.77] loss=1.06 avg=1.93
[9586 | 60751.43] loss=3.12 avg=1.94
[9587 | 60757.12] loss=0.57 avg=1.92
[9588 | 60762.77] loss=0.97 avg=1.91
[9589 | 60768.48] loss=1.30 avg=1.91
[9590 | 60774.19] loss=2.00 avg=1.91
[9591 | 60779.91] loss=1.95 avg=1.91
[9592 | 60785.62] loss=2.17 avg=1.91
[9593 | 60791.31] loss=2.42 avg=1.92
[9594 | 60797.01] loss=1.43 avg=1.91
[9595 | 60802.68] loss=1.13 avg=1.91
[9596 | 60808.37] loss=1.81 avg=1.90
[9597 | 60814.07] loss=2.90 avg=1.91
[9598 | 60819.76] loss=2.28 avg=1.92
[9599 | 60825.48] loss=1.89 avg=1.92
Generating samples...
======== SAMPLE 1 ========
 another to the table and $MagicalObject. “You may now be satisfied,” said the $Helper, as he sat on his throne. “Are you satisfied? You were not told that it had been the $MagicalObject until this morning.” “You have been to all the $MagicalObjects? I am happy to hear that all of them seem to be happy.” And the $MagicalObject said, “$MagicalObject, that we will find a way to set you free. But that is not the way. Yours is an invisible fire, so keep the fire burning.” Upon saying these words the $MagicalObject disappeared. 

Now a peasant woman once went into a forest and sought shelter in a hollow tree. All around her was a hollow tree, and when she came out and looked closely under the hollow tree, she saw an old woman with a wooden plank in her side. She knew the woman, and said to her: 

“The $MagicalObject did not come. He has long been gone.” 

Once upon a time there lived a $Villain long before the storm and the witch, who had twelve daughters, with a $MagicalObject of gold. They shared the common fortune, but when one of her daughters had a stroke of misfortune a thousand stones fell down over her, and the little one, whom one of her daughters loved, fell a thousand miles away. No sooner did an enchanted maiden descend into one of the enchanted lands than one song of lamentation sang, 'The $Villain did not hear, and fell on hard times.' In another moment the $Villain's twelve daughters, with a $MagicalObject of gold, were transformed into snakes, and in the evil land descended the wickedest of snakes, who gave birth to a thousand beautiful children, twelve daughters of twelve, seven months long, and who were destined to bear the heavy burden of the twelve years. But one of them, twelve years old, fell into a valley where all the animals seemed to take their winter quarters, and died in the valley. One of the twelve $Heroes, a swan, was wont to fly across the desert to her sister the $Villain’s twelve brothers, to make a vent. 

A $Villain once came to a mountain, where there was a court filled with horses. Two $MagicalObject sat on the pinnacle of a ladder which he had built for himself one thousand seven hundred thousand, and on each end were mounted a horse that was the strongest horse in the world. One of the $Heroes was so heavy on one foot that she could not lift it and could only gallop fast at one end. Her brothers held fast to their feet, so that they might not strike one another. One of them was so heavy that she could not hold a hoe, and could only hitch a hoof, and when the other horse could do it, he refused to do it. Then came another horse who could even hoe herself no farther. But the second horse was not tired, but was only thinking all night. 

When at last a third was caught up with the others, with twelve horses and a ladder on each hoof, her brothers called at her and said: ‘Now, one last request. Set me on the ladder and ride on.’ She was tired at last, and they, with their torches, sat on the steps of the house. So she went to the head of the ladder, got on, and off she went came a carriage, and on the back was a great hall filled with chairs, and all of them with torches and benches. Suddenly a voice cried from the front, ‘Let this servant off from his master! Set him on the ladder and wait here until I light my torch.’ ‘Do you know who I am?’ said the horse, and he walked on toward the door of the hall. As he approached, a little voice cried: ‘Let man off from his body.’ And on the other side a great noise came from the door, and the carriage stopped. When the horses came in, the voice cried: ‘Let man off from his carriage.’ The carriage rode on until it came to a corner, so that, behind it, four horses were mounted, and there sat a man who had long legs, long dark hair, and a red cap on his head, and was dressed in a silken kerchief, and a gold crown. ‘How can anyone be allowed to ride on my body?’ said the horse, and he took the ladder on which the servant was sitting, and the servant lifted him up. And as they looked about him, they saw who he really was, and they said to him: ‘That is one fine year for us!’ And he said:

[9600 | 60885.86] loss=1.23 avg=1.91
[9601 | 60891.56] loss=1.62 avg=1.91
[9602 | 60897.29] loss=2.05 avg=1.91
[9603 | 60903.04] loss=1.46 avg=1.90
[9604 | 60908.77] loss=2.18 avg=1.91
[9605 | 60914.49] loss=1.12 avg=1.90
[9606 | 60920.23] loss=2.01 avg=1.90
[9607 | 60925.96] loss=3.07 avg=1.91
[9608 | 60931.67] loss=1.55 avg=1.91
[9609 | 60937.39] loss=0.52 avg=1.89
[9610 | 60943.10] loss=2.50 avg=1.90
[9611 | 60948.79] loss=1.90 avg=1.90
[9612 | 60954.49] loss=2.36 avg=1.91
[9613 | 60960.17] loss=1.69 avg=1.90
[9614 | 60965.89] loss=2.32 avg=1.91
[9615 | 60971.60] loss=2.78 avg=1.92
[9616 | 60977.28] loss=2.26 avg=1.92
[9617 | 60982.97] loss=1.62 avg=1.92
[9618 | 60988.66] loss=2.29 avg=1.92
[9619 | 60994.35] loss=1.99 avg=1.92
[9620 | 61000.06] loss=1.05 avg=1.91
[9621 | 61005.74] loss=1.64 avg=1.91
[9622 | 61011.41] loss=2.14 avg=1.91
[9623 | 61017.11] loss=2.86 avg=1.92
[9624 | 61022.79] loss=1.71 avg=1.92
[9625 | 61028.45] loss=1.83 avg=1.92
[9626 | 61034.17] loss=2.66 avg=1.93
[9627 | 61039.85] loss=1.72 avg=1.92
[9628 | 61045.58] loss=1.95 avg=1.92
[9629 | 61051.27] loss=2.70 avg=1.93
[9630 | 61056.96] loss=2.44 avg=1.94
[9631 | 61062.66] loss=2.90 avg=1.95
[9632 | 61068.35] loss=2.92 avg=1.96
[9633 | 61074.06] loss=2.15 avg=1.96
[9634 | 61079.77] loss=0.60 avg=1.94
[9635 | 61085.47] loss=2.18 avg=1.95
[9636 | 61091.21] loss=1.86 avg=1.95
[9637 | 61096.88] loss=2.49 avg=1.95
[9638 | 61102.58] loss=2.01 avg=1.95
[9639 | 61108.26] loss=2.09 avg=1.95
[9640 | 61113.98] loss=1.75 avg=1.95
[9641 | 61119.67] loss=1.82 avg=1.95
[9642 | 61125.36] loss=2.18 avg=1.95
[9643 | 61131.08] loss=1.85 avg=1.95
[9644 | 61136.77] loss=1.73 avg=1.95
[9645 | 61142.45] loss=2.40 avg=1.95
[9646 | 61148.14] loss=2.56 avg=1.96
[9647 | 61153.83] loss=2.29 avg=1.96
[9648 | 61159.53] loss=3.04 avg=1.97
[9649 | 61165.21] loss=1.96 avg=1.97
[9650 | 61170.91] loss=0.96 avg=1.96
[9651 | 61176.62] loss=1.19 avg=1.96
[9652 | 61182.34] loss=1.91 avg=1.96
[9653 | 61188.05] loss=2.50 avg=1.96
[9654 | 61193.73] loss=2.61 avg=1.97
[9655 | 61199.41] loss=1.77 avg=1.97
[9656 | 61205.07] loss=1.98 avg=1.97
[9657 | 61210.77] loss=1.17 avg=1.96
[9658 | 61216.48] loss=1.11 avg=1.95
[9659 | 61222.19] loss=1.89 avg=1.95
[9660 | 61227.90] loss=2.08 avg=1.95
[9661 | 61233.61] loss=1.62 avg=1.95
[9662 | 61239.31] loss=1.92 avg=1.95
[9663 | 61245.05] loss=0.97 avg=1.94
[9664 | 61250.76] loss=2.32 avg=1.94
[9665 | 61256.40] loss=0.95 avg=1.93
[9666 | 61262.10] loss=2.44 avg=1.94
[9667 | 61267.82] loss=2.23 avg=1.94
[9668 | 61273.52] loss=2.52 avg=1.94
[9669 | 61279.20] loss=1.84 avg=1.94
[9670 | 61284.91] loss=0.90 avg=1.93
[9671 | 61290.61] loss=1.78 avg=1.93
[9672 | 61296.29] loss=1.66 avg=1.93
[9673 | 61301.95] loss=2.32 avg=1.93
[9674 | 61307.66] loss=1.47 avg=1.93
[9675 | 61313.34] loss=2.44 avg=1.93
[9676 | 61319.02] loss=2.24 avg=1.94
[9677 | 61324.74] loss=0.84 avg=1.92
[9678 | 61330.44] loss=2.08 avg=1.93
[9679 | 61336.10] loss=1.21 avg=1.92
[9680 | 61341.79] loss=1.93 avg=1.92
[9681 | 61347.45] loss=2.11 avg=1.92
[9682 | 61353.09] loss=1.83 avg=1.92
[9683 | 61358.79] loss=2.27 avg=1.92
[9684 | 61364.49] loss=2.19 avg=1.93
[9685 | 61370.16] loss=3.18 avg=1.94
[9686 | 61375.88] loss=1.93 avg=1.94
[9687 | 61381.59] loss=1.50 avg=1.93
[9688 | 61387.31] loss=2.02 avg=1.94
[9689 | 61393.00] loss=1.95 avg=1.94
[9690 | 61398.72] loss=1.99 avg=1.94
[9691 | 61404.44] loss=0.97 avg=1.93
[9692 | 61410.13] loss=2.45 avg=1.93
[9693 | 61415.83] loss=0.55 avg=1.92
[9694 | 61421.52] loss=1.27 avg=1.91
[9695 | 61427.21] loss=2.53 avg=1.92
[9696 | 61432.91] loss=2.29 avg=1.92
[9697 | 61438.62] loss=2.61 avg=1.93
[9698 | 61444.30] loss=2.52 avg=1.93
[9699 | 61449.99] loss=1.68 avg=1.93
Generating samples...
======== SAMPLE 1 ========
 the table. 

'I shall be happy to-morrow but not happy as long as I live; but then I must know what love is, or there shall be no marriage.' 

But there it was. The moment of her gratification took no care of. There was only a moment or two in which she drew no breath and put on her coat-sleeves and went to sleep; at last, with her eyes shut, she opened them and lay down again on the floor. 

The poor thing, seeing to herself, could not take care of herself, therefore thinking her to be an able and lucky child, laid her down without a word, and left the $Place. The maid came in the dark; the $MagicalObject carried a great lantern in his pocket. To his immense surprise, the lantern heard all that the lantern-beard had said, and saw that the roses on the table were of purebred $Heroes and the apples of a very different $MagicalObject were of purebred $Heroes, and the cakes of a different $MagicalObject were of purebred $Heroes, and this was so with a perfect stranger. And with him, too, was surprised with the roses and apples on the table, and the $MagicalObject, seeing them, went on with his dinner. 

After a long day's hard work he was tired and very hungry. At last he sat down beneath the table and the $MagicalObject looked at him with curiosity. So thoughtful and so full of energy did he feel, that he said, 'Thou art wise to care, O my lord and savior!' 

Then the great lantern came flying up and sat down on the roof of the great palace. 

The master of the carriage set up a light which he set on the chimney, so that it could burn no brighter than it liked; but the lantern flew higher and higher, and on the roof hung a white flag. The master of the carriage was amazed, and he was very much discouraged. 

It was of gold, and of jewels, and of fine clothes, and he really thought all that mattered. He put on his mastercoat and went out on the balcony to look about him. It was quite dark beneath him, and in the darkness he could see no one, but at a little distance still below he caught sight of $Hero's face. 

'See there, dear son!' cried she, crying out sweetly. 'Thou art my dear son, thou who is with me over the mountains and seas, thou wilt see much of my love come to pass, and never let me leave the palace.' 

$Hero took his own precious word very carefully, which was of such importance that no one can possibly express it in words save thou, nor any one else. It was of no use in telling his trouble; he must try to feel her hand in the agreement and to set it to his own. He was a terrible man. 

The moon shone brightly, and the candles which burned in the royal porch were as red as blood, so brighter than ever in a year! One could not help thinking they would look pretty in the star-light. 

The door was locked, and nobody dared open it. There was no door in sight, but there was an old fairy in the hall coming back from her journey, and telling a story which would make $Hero some $Place to put her heart into it. 

'$Hero,' she said, 'here is a young man I have never heard of before; he is with a $Villain I saw him in a dream, I had a wish to see him for the first time, I flew up into the sky, and behold him I saw a bird with wings that were as red as blood, and with a shining crown that wove to it so fine an apple, that I scarcely could get my eyes away from it. He laid it on the ground for a while, and when the sun shone it glowed so brightly, that when the moon shone it shone so brightly and made me look at it I could not keep still, and soon I had seen the crown, and saw the $Helper, but I could not help thinking 'thou art the $Villain of that beautiful apple as well as my father $Hero!' 

$Hero lay on the ground, with her hand on her eyes. 

'O, my $Hero, my darling!' she whispered in $Hero's ear. 

Then she flew up into the sky and looked out upon the sunbeams, and $Hero saw her father and mother. She sat on the ground, and looked very lonely. 

'I was dreaming when he laid the apple on the ground ' she faltered and shook her head, 'nothing ever happens that I can't explain! But if my father was

[9700 | 61510.38] loss=1.55 avg=1.93
[9701 | 61516.06] loss=1.53 avg=1.92
[9702 | 61521.79] loss=1.63 avg=1.92
[9703 | 61527.51] loss=2.59 avg=1.93
[9704 | 61533.22] loss=2.61 avg=1.93
[9705 | 61538.92] loss=1.74 avg=1.93
[9706 | 61544.65] loss=1.39 avg=1.93
[9707 | 61550.42] loss=2.87 avg=1.94
[9708 | 61556.13] loss=1.81 avg=1.94
[9709 | 61561.85] loss=2.10 avg=1.94
[9710 | 61567.55] loss=1.54 avg=1.93
[9711 | 61573.24] loss=2.11 avg=1.93
[9712 | 61578.95] loss=2.13 avg=1.94
[9713 | 61584.66] loss=1.04 avg=1.93
[9714 | 61590.32] loss=1.26 avg=1.92
[9715 | 61596.00] loss=2.29 avg=1.92
[9716 | 61601.69] loss=1.82 avg=1.92
[9717 | 61607.36] loss=0.88 avg=1.91
[9718 | 61613.02] loss=0.66 avg=1.90
[9719 | 61618.71] loss=2.09 avg=1.90
[9720 | 61624.37] loss=1.74 avg=1.90
[9721 | 61630.08] loss=1.76 avg=1.90
[9722 | 61635.79] loss=0.70 avg=1.89
[9723 | 61641.50] loss=1.35 avg=1.88
[9724 | 61647.21] loss=1.22 avg=1.88
[9725 | 61652.92] loss=2.11 avg=1.88
[9726 | 61658.61] loss=2.34 avg=1.88
[9727 | 61664.31] loss=1.40 avg=1.88
[9728 | 61670.03] loss=1.65 avg=1.88
[9729 | 61675.73] loss=0.76 avg=1.86
[9730 | 61681.42] loss=2.02 avg=1.87
[9731 | 61687.09] loss=0.97 avg=1.86
[9732 | 61692.77] loss=2.02 avg=1.86
[9733 | 61698.49] loss=2.61 avg=1.87
[9734 | 61704.15] loss=2.58 avg=1.87
[9735 | 61709.84] loss=2.42 avg=1.88
[9736 | 61715.52] loss=2.64 avg=1.89
[9737 | 61721.23] loss=2.31 avg=1.89
[9738 | 61726.95] loss=2.15 avg=1.89
[9739 | 61732.65] loss=2.03 avg=1.89
[9740 | 61738.35] loss=2.96 avg=1.91
[9741 | 61744.06] loss=2.80 avg=1.91
[9742 | 61749.76] loss=1.81 avg=1.91
[9743 | 61755.44] loss=1.09 avg=1.90
[9744 | 61761.13] loss=1.71 avg=1.90
[9745 | 61766.82] loss=2.92 avg=1.91
[9746 | 61772.49] loss=3.27 avg=1.93
[9747 | 61778.21] loss=2.83 avg=1.94
[9748 | 61783.95] loss=2.24 avg=1.94
[9749 | 61789.62] loss=0.99 avg=1.93
[9750 | 61795.31] loss=1.95 avg=1.93
[9751 | 61801.01] loss=2.33 avg=1.93
[9752 | 61806.73] loss=2.46 avg=1.94
[9753 | 61812.43] loss=1.73 avg=1.94
[9754 | 61818.12] loss=1.85 avg=1.94
[9755 | 61823.80] loss=2.08 avg=1.94
[9756 | 61829.50] loss=0.94 avg=1.93
[9757 | 61835.19] loss=1.56 avg=1.92
[9758 | 61840.88] loss=2.38 avg=1.93
[9759 | 61846.57] loss=2.01 avg=1.93
[9760 | 61852.25] loss=2.77 avg=1.94
[9761 | 61857.94] loss=2.77 avg=1.95
[9762 | 61863.64] loss=2.50 avg=1.95
[9763 | 61869.32] loss=2.30 avg=1.95
[9764 | 61875.02] loss=1.93 avg=1.95
[9765 | 61880.74] loss=1.74 avg=1.95
[9766 | 61886.41] loss=1.96 avg=1.95
[9767 | 61892.09] loss=2.20 avg=1.95
[9768 | 61897.79] loss=1.40 avg=1.95
[9769 | 61903.49] loss=2.30 avg=1.95
[9770 | 61909.22] loss=1.58 avg=1.95
[9771 | 61914.92] loss=2.15 avg=1.95
[9772 | 61920.62] loss=2.67 avg=1.96
[9773 | 61926.34] loss=2.35 avg=1.96
[9774 | 61932.04] loss=2.55 avg=1.97
[9775 | 61937.72] loss=2.12 avg=1.97
[9776 | 61943.37] loss=2.10 avg=1.97
[9777 | 61949.03] loss=1.58 avg=1.97
[9778 | 61954.71] loss=1.71 avg=1.96
[9779 | 61960.44] loss=1.35 avg=1.96
[9780 | 61966.16] loss=1.02 avg=1.95
[9781 | 61971.87] loss=1.23 avg=1.94
[9782 | 61977.59] loss=1.69 avg=1.94
[9783 | 61983.30] loss=1.64 avg=1.94
[9784 | 61988.96] loss=1.87 avg=1.94
[9785 | 61994.68] loss=0.84 avg=1.92
[9786 | 62000.42] loss=0.37 avg=1.91
[9787 | 62006.14] loss=0.66 avg=1.90
[9788 | 62011.83] loss=0.97 avg=1.89
[9789 | 62017.53] loss=2.06 avg=1.89
[9790 | 62023.24] loss=2.31 avg=1.89
[9791 | 62028.95] loss=1.89 avg=1.89
[9792 | 62034.63] loss=2.05 avg=1.89
[9793 | 62040.30] loss=2.06 avg=1.90
[9794 | 62046.00] loss=2.53 avg=1.90
[9795 | 62051.70] loss=1.72 avg=1.90
[9796 | 62057.38] loss=1.96 avg=1.90
[9797 | 62063.10] loss=1.99 avg=1.90
[9798 | 62068.78] loss=1.66 avg=1.90
[9799 | 62074.49] loss=2.29 avg=1.90
Generating samples...
======== SAMPLE 1 ========
 that all had a chance to laugh at her. She said nothing about it. 

'No-one has done anything foolish,' came the sound of jeering voices. 'It is only the children who get so terribly ticked up after seeing a bit of fun or laughter every now and then.' 

She called the one who knew the matter to look politely away. 

'Is that the reason?' asked the woman at once, as she tried to get a good look at her mother. 

'For nothing but that,' answered the mother. 'So you must not think that a bit of silly grandstanding will help you.' 

'Not really,' declared the child. 

'You are a good baby,' spoke the mother. 'I will keep you if I am really sorry for my rudeness.' 

'I am not,' returned the child, 'and what shall I do now?' 

'I will go to my mother, and try to get her to listen to the story. I would be all right, if I had patience. I have not been trying to-night. When the clock struck twelve, I went down to the river, and I knew I should get up. It was a cold night's night. And there was a storm in the boat, and it was hard to get in. But all at once, I knew I could get out, and it was a hard night's night.' 

She was silent. 

'When the clock struck the hour of twelve, I went down to the river.' 

'To listen to the story. I wanted to get the old woman to listen to it; but we did not know what was in it, and all we knew was that it was sad. I should think I must have made a wrong use of the time. If only that time had been of use.' 

'I must have put my knapsack on.' 

The children looked at her. Her voice was firm and easy. 'Of course it was sad,' she said; but yet she spoke with a little tremor of mind that the story might help her get up. 

It was a long, hard evening. The wind beat against the tree tops, and the branches wagged. The sea shook. The clouds rolled before her. At last, as she stood leaning against the soft soft shore, a little soft breeze blew with a gentle humming. 

'I must go to the bed,' she said. 'I hope it is already dawn.' 

'When the clock strikes twelve,' said the woman, 'I go down to the river. But where am I to take cold?' 

She stopped a moment, as it seemed to her that the wind might be of help. Then she said: 

'It is winter, and we do not like the cold. If we were all of us again, you and I: You and I would sleep in a tree. If it was a lady-bird like that in the forest, I should be very glad.' 

'It would be a lovely thing!' 

'Would it be?' asked the woman. Then, her voice quiet, she said again 'If it was a lady-bird, please tell us. The bird has told me he would like you.' 

Again the woman spoke without question. 'You would take the bird again.' And once more she spoke with a little tremor of mind, that the story might help her get up. 

Of course it was impossible for herself, she really thought, to get the warm day air to get enough of the warm nights. Her face was hard and her eyes were very thin, too; so the simple man asked whether he might do something for her, just for a time. The woman said he would not try to comfort her, but she would get up again; and while he was off she would take her hand-bags, but that she was very tired at the office. It would be very silly not to try to comfort her, to do as the man asked of herself. She looked at him, and then, with a little sigh, took her friend with her and went away with a good friend. 

'A-a-and a-d,' said she, 'and my husband's name is Bill, on the back of a little card. He gave it to me so that I could carry it off. We are both beautiful, and it's a pity that so little ought to get something so worthless in return. We ought to give the little fellow something so ugly to hold his cards.' She took her little bag and went in her little cot and put them away. 

'Do give it to me,' thought the woman, 'and I will remember it to-morrow. You are such a good husband and a good wife

[9800 | 62134.93] loss=3.22 avg=1.92
[9801 | 62140.62] loss=2.66 avg=1.92
[9802 | 62146.34] loss=1.47 avg=1.92
[9803 | 62152.09] loss=1.56 avg=1.92
[9804 | 62157.83] loss=0.60 avg=1.90
[9805 | 62163.55] loss=2.28 avg=1.91
[9806 | 62169.28] loss=1.73 avg=1.91
[9807 | 62175.07] loss=1.77 avg=1.90
[9808 | 62180.80] loss=1.26 avg=1.90
[9809 | 62186.53] loss=1.80 avg=1.90
[9810 | 62192.25] loss=0.40 avg=1.88
[9811 | 62197.95] loss=3.38 avg=1.90
[9812 | 62203.65] loss=1.21 avg=1.89
[9813 | 62209.34] loss=2.37 avg=1.89
[9814 | 62215.05] loss=1.97 avg=1.90
[9815 | 62220.75] loss=0.91 avg=1.89
[9816 | 62226.45] loss=0.92 avg=1.88
[9817 | 62232.16] loss=1.49 avg=1.87
[9818 | 62237.84] loss=2.35 avg=1.88
[9819 | 62243.52] loss=2.38 avg=1.88
[9820 | 62249.19] loss=2.22 avg=1.88
[9821 | 62254.88] loss=1.71 avg=1.88
[9822 | 62260.61] loss=2.75 avg=1.89
[9823 | 62266.27] loss=2.34 avg=1.90
[9824 | 62271.97] loss=2.29 avg=1.90
[9825 | 62277.64] loss=2.13 avg=1.90
[9826 | 62283.34] loss=1.03 avg=1.89
[9827 | 62288.98] loss=2.24 avg=1.90
[9828 | 62294.66] loss=2.61 avg=1.90
[9829 | 62300.38] loss=0.73 avg=1.89
[9830 | 62306.07] loss=2.10 avg=1.89
[9831 | 62311.79] loss=2.09 avg=1.90
[9832 | 62317.50] loss=1.96 avg=1.90
[9833 | 62323.19] loss=2.05 avg=1.90
[9834 | 62328.86] loss=1.96 avg=1.90
[9835 | 62334.55] loss=2.04 avg=1.90
[9836 | 62340.22] loss=1.80 avg=1.90
[9837 | 62345.91] loss=1.69 avg=1.90
[9838 | 62351.63] loss=1.56 avg=1.89
[9839 | 62357.35] loss=2.15 avg=1.90
[9840 | 62363.03] loss=2.25 avg=1.90
[9841 | 62368.74] loss=1.17 avg=1.89
[9842 | 62374.42] loss=1.23 avg=1.89
[9843 | 62380.11] loss=2.23 avg=1.89
[9844 | 62385.79] loss=1.91 avg=1.89
[9845 | 62391.52] loss=2.09 avg=1.89
[9846 | 62397.23] loss=1.57 avg=1.89
[9847 | 62402.91] loss=1.57 avg=1.89
[9848 | 62408.60] loss=1.59 avg=1.88
[9849 | 62414.33] loss=2.55 avg=1.89
[9850 | 62420.04] loss=1.53 avg=1.89
[9851 | 62425.74] loss=2.64 avg=1.89
[9852 | 62431.44] loss=1.85 avg=1.89
[9853 | 62437.12] loss=2.38 avg=1.90
[9854 | 62442.83] loss=1.28 avg=1.89
